Question number;Category;Subcategory;Number;Question;Option A;Option B;Option C;Correct answer;poznámky
147;Bez;sil;6060487;Silnice jsou sjízdné, jestliže umožňují bezpečný pohyb silničních a jiných vozidel přizpůsobený:;Stavebnímu stavu a dopravně technickému stavu silnic a povětrnostním situacím a jejich důsledkům.;Stavebnímu a dopravně technickému stavu silnice, bez ohledu na povětrnostní podmínky.;Možnostem finančního krytí investic z prostředků správce dané pozemní komunikace.;a;
148;Bez;sil;6060489;Místní komunikace jsou sjízdné, jestliže umožňují bezpečný pohyb silničních a jiných vozidel:;Přizpůsobený stavebnímu stavu a dopravně technickému stavu silnic a povětrnostním situacím a jejich důsledkům.;Za mlhy, deště nebo hustého sněžení.;Za snížené viditelnosti.;a;
149;Bez;sil;6060491;Závadou ve sjízdnosti dálnice se rozumí taková změna v její sjízdnosti, kterou:;Nemůže řidič vozidla předvídat při pohybu vozidla přizpůsobeném stavebnímu stavu a dopravně technickému stavu dálnice a povětrnostním situacím a jejich důsledkům.;Řidič nemohl zjistit z dopravního zpravodajství.;Kterou vyvolal hustý provoz na dálnici.;a;
150;Bez;sil;6060493;Závadou ve sjízdnosti silnice se rozumí taková změna v její sjízdnosti, kterou:;Nemůže řidič vozidla předvídat při pohybu vozidla přizpůsobeném stavebnímu stavu a dopravně technickému stavu silnice a povětrnostním situacím a jejich důsledkům.;Vyvolal uježděný sníh ležící na vozovce.;Mohl řidič při náležité obezřetnosti předvídat.;a;
175;D;;6060494;Které z následujících motorových vozidel smíte řídit na základě řidičského oprávnění skupiny D:;Motorové vozidlo určené pro přepravu osob, s deseti místy k sezení, jehož maximální přípustná hmotnost je 3.350 kg.;Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 3.700 kg.;Motocykl o objemu válců nepřesahujícím 125 cm3 a o výkonu nejvýše 11 kW.;a;
747;Souv;pru;6060499;Které z následujících motorových vozidel nesmíte řídit s řidičským oprávněním skupiny B:;Motorové vozidlo určené pro přepravu osob, s pěti místy k sezení, jehož maximální přípustná hmotnost je 1.850 kg.;Motorové vozidlo určené pro přepravu nákladu, se třemi místy k sezení, jehož maximální přípustná hmotnost je 3.450 kg.;Motorové vozidlo určené pro přepravu osob, s deseti místy k sezení.;c;
151;Bez;sil;6060506;Je silný dešť důvodem ke snížení rychlosti jízdy?;Ano, může dojít ke ztrátě přilnavosti pneumatik a prodlužuje se i brzdná dráha.;Ne, pokud mají pneumatiky alespoň minimální stanovenou hloubku dezénu.;Ano, ale jen u vozidel, která nejsou vybavena protiblokovacím systémem brzd (ABS).;a;
748;Souv;pru;6060509;Které z následujících motorových vozidel smíte řídit s řidičským oprávněním skupiny B:;Motorové vozidlo určené pro přepravu osob, s šesti místy k sezení, jehož maximální přípustná hmotnost je 2.200 kg.;Motocykl o objemu válců 50 cm3 a o výkonu 5 kW.;Motocykl o objemu válců 125 cm3, jehož konstrukční rychlost je 90 km/h.;a;
749;Souv;pru;6060510;Které z následujících motorových vozidel smíte řídit na základě řidičského oprávnění skupiny C:;Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 3.700 kg.;Motorové vozidlo určené pro přepravu osob, s patnácti místy k sezení, jehož maximální přípustná hmotnost je 6.350 kg.;Motocykl o objemu válců nepřesahujícím 125 cm3 a o výkonu nejvýše 11 kW.;a;
868;Voz;sve;6060513;Tabulku registrační značky umístí vlastník nebo provozovatel vozidla:;Do místa určeného konstrukčním řešením vozidla.;"Na kteréhokoliv místo na přídi nebo zádi vozidla; přitom však nesmí zakrýt předepsané osvětlení vozidla.";Na kterékoliv viditelné místo na vozidle.;a;
869;Voz;sve;6060514;Tabulku registrační značky umístí vlastník nebo provozovatel vozidla:;Tak, aby při běžném provozu na pozemních komunikacích nedošlo k její ztrátě.;Tak, aby ani v případě vážné dopravní nehody nemohlo dojít k její ztrátě.;Tak, že ji vždy za použití šroubů nebo nýtů pevně spojí s karoserií.;a;
870;Voz;sve;6060515;Na tabulku registrační značky:;Nesmí být umístěny žádné nápisy nebo vyobrazení, které by narušily její čitelnost nebo rozlišovací schopnost, není-li stanoveno jinak.;Smí být umístěny pouze státní znak České republiky nebo vyobrazení státní vlajky České republiky.;Smí být umisťovány pouze předměty, jejichž plocha nepřesahuje 5 cm2.;a;
871;Voz;sve;6060516;V těsné blízkosti tabulky registrační značky:;Nesmí být umístěny žádné nápisy nebo vyobrazení, které by narušily její čitelnost nebo rozlišovací schopnost, není-li stanoveno jinak.;Lze umístit pouze drobné ozdobné předměty nebo nápisy, pokud jimi tabulka registrační značky není překryta.;Lze umístit pouze reklamní nápisy, které nelze zaměnit s číselným kódem na registrační značce.;a;
872;Voz;sve;6060524;Jestliže je vozidlo vybaveno tažným zařízením schváleným s odnímatelnou spojovací koulí bez použití nářadí, musí mít tuto kouli odejmutou, pokud:;Není využívána ke spojení s přípojným vozidlem či jiným zařízením.;Je vozidlo v klidu.;Nebylo tažné zařízení použito po dobu delší než 1 měsíc.;a;
873;Voz;sve;6060525;Pneumatika náhradního kola, s výjimkou kola pro nouzové dojetí:;Musí být nahuštěna nejméně na tlak odpovídající nejvyššímu předepsanému huštění pneumatik na vozidle.;Musí být nahuštěna na tlak odpovídající nejnižšímu předepsanému huštění pneumatik na vozidle.;Může být nahuštěna i na nižší tlak, než je předepsáno pro pneumatiky na vozidle.;a;
697;Souv;mir;6060526;Pro spojování vozidel do jízdních souprav s nebrzděným přívěsem, jehož největší přípustná hmotnost nepřevyšuje 750 kg, platí že:;Hmotnost přívěsu není nijak vázána na technickou specifikaci tažného vozidla.;"Přívěs musí být vzadu viditelně označen symbolem dopravní značky ""Jiné nebezpečí"".";Okamžitá hmotnost přívěsu nesmí překročit největší povolenou hmotnost pro nebrzděné přívěsy, jež je uvedena v technickém průkazu a osvědčení o registraci konkrétního tažného vozidla.;c;
491;Prav;riz;6066140;Při čerpání pohonných hmot mají přednost:;"Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.";"Řidiči vozidel s právem přednostní jízdy; k upozornění ostatních řidičů však musejí použít zvláštních výstražných znamení.";Řidiči vozidel hromadné dopravy osob, např. autobusů, a řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze.;a;
492;Prav;riz;6066141;Při čerpání pohonných hmot mají přednost:;"Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.";Řidiči vozidel přepravujících osobu těžce postiženou nebo těžce pohybově postiženou.;Řidiči autobusů a řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze.;a;
368;Prav;neh;6066142;Překážka provozu na pozemních komunikacích musí být označena:;Pouze pokud se nachází na dálnici, silnici pro motorová vozidla nebo silnici I. třídy.;Pouze pokud se nachází v nepřehledném úseku pozemní komunikace, např. v zatáčce nebo před vrcholem stoupání pozemní komunikace.;Tak, aby ji jiný účastník provozu na pozemních komunikacích mohl včas a z dostatečné vzdálenosti zpozorovat.;c;
369;Prav;neh;6066143;Dojde-li při dopravní nehodě k poškození pozemní komunikace, jsou účastníci dopravní nehody povinni:;Neprodleně ohlásit tuto událost vlastníkovi pozemní komunikace.;Neprodleně ohlásit tuto událost příslušnému obecnímu úřadu obce s rozšířenou působností.;Neprodleně ohlásit tuto událost Policii České republiky.;c;
370;Prav;neh;6066144;Dojde-li při dopravní nehodě k poškození životního prostředí, jsou účastníci dopravní nehody povinni:;Neprodleně ohlásit tuto událost vlastníkům všech dotčených pozemků.;Neprodleně ohlásit tuto událost Inspekci životního prostředí.;Neprodleně ohlásit tuto událost Policii České republiky.;c;
943;Znak;sem;6066145;"Při řízení provozu na křižovatce znamená pro řidiče signál se současně svítícím červeným a žlutým světlem ""Pozor!"":";Upozornění, že řízení provozu světelnými signály bude ukončeno.;"Povinnost zastavit vozidlo před světelným signalizačním zařízením, neboť bude následovat signál ""Stůj!"".";Povinnost připravit se k jízdě.;c;
944;Znak;sem;6066146;Signál žlutého světla ve tvaru chodce, jímž je doplněn signál se zelenou šipkou směřující vpravo nebo vlevo, upozorňuje řidiče, že při jízdě směrem, kterým tato šipka ukazuje:;Začíná obytná zóna nebo pěší zóna.;Není zřízen chodník a chodci proto mohou jít po levém okraji vozovky.;Křižuje směr chůze přecházejících chodců, kterým musí dát přednost.;c;
43;Bez;pre;8080003;Chodec na přechodu pro chodce signalizuje úmysl přejít vozovku mávnutím bílou slepeckou holí ve směru přecházení. Jak se zachováte?;Snížím rychlost jízdy nebo zastavím vozidlo před přechodem pro chodce a umožním chodci nerušené a bezpečné přejití vozovky.;Budu pokračovat v jízdě, protože nevidomý člověk bez doprovodu nesmí přecházet vozovku.;Zvukovým výstražným znamením dám najevo, že nemůže přecházet přes vozovku a budu pokračovat v jízdě.;a;
18;Bez;ost;8080025;Při míjení osvětlených vozidel řidič musí:;Sledovat jízdu osvětleného vozidla, vyvarovat se pohledu do rozsvícených světel, aby nedošlo k oslnění a krátkodobému výpadku ostrého vidění.;Sledovat jízdu pohledem do rozsvícených světel, k oslnění a krátkodobému výpadku ostrého vidění za tak krátkou dobu pohledu nemůže dojít.;Sledovat pouze vlastní směr jízdy. Chování protijedoucích řidičů není nebezpečím.;a;
264;Def;vec;8080032;Krajnice je část povrchu pozemní komunikace:;Kde končí pozemní komunikace označená vodorovným dopravním značením (podélnou čarou souvislou).;Která leží mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace.;Kterou se rozumí nezpevněná část vozovky, která není součástí pozemní komunikace.;b;
698;Souv;mir;8100001;Pokud nepřetržitě řídíte vozidlo o celkové hmotnosti 16 t, musíte zařadit bezpečnostní přestávku nejpozději:;Po 4,5 hodinách.;Po 5 hodinách.;Po 5,5 hodinách.;a;
371;Prav;neh;8100003;Při jízdě na dálnici jste se stali s vaším automobilem účastníkem dopravní nehody. V jakém pořadí budete postupovat?;Okamžitě zastavíte vozidlo, zabezpečíte místo nehody a poskytnete první pomoc případným poraněným.;Okamžitě zastavíte vozidlo, vyhledáte svědky nehody. První pomoc případným poraněným poskytne přivolaná lékařská záchranná služba.;Okamžitě zastavíte vozidlo, zavoláte policii, zapnete varovná světla a počkáte ve vozidle na příjezd policie a lékařské záchranné služby.;a;
225;Def;poj;8100004;Silniční dopravou pro cizí potřeby se rozumí:;Doprava, při níž vzniká mezi provozovatelem silniční dopravy a osobou, jejíž přepravní potřeba se uspokojuje, závazkový vztah, jehož předmětem je přeprava osob, věcí nebo zvířat.;Doprava, jejíž předmětem je přeprava osob, věcí nebo zvířat i bez smluvního závazku.;Doprava, při níž vzniká mezi provozovatelem silniční dopravy a osobou jejíž přepravní potřeby uspokojuje závazkový vztah, jehož předmětem je pouze přeprava osob.;a;
155;Bez;rid;8100005;Během jízdy motorovým vozidlem není ze zákona zakázáno kouřit:;Řidiči osobního motorového vozidla.;Řidiči motocyklu, mopedu nebo jízdním kole.;Řidiči vozidla hromadné dopravy osob.;a;
874;Voz;sve;8100006;U parkovací brzdy vzduchotlakých brzd s pružinovým brzdovým válcem zajišťuje odbrzdění:;Pružina v brzdovém válci.;Tlakový vzduch v brzdovém válci.;Vypuštění tlakového vzduchu z válce.;b;
875;Voz;sve;8100006;U parkovací brzdy vzduchotlakých brzd s pružinovým brzdovým válcem zajišťuje odbrzdění:;Pružina v brzdovém válci.;Tlakový vzduch v brzdovém válci.;Vypuštění tlakového vzduchu z válce.;b;
226;Def;poj;8100011;Silniční linkovou osobní dopravou se rozumí:;Pravidelné poskytování přepravních služeb na určené trase dopravní cesty, při kterém cestující vystupují a nastupují na předem určených zastávkách.;Pravidelné poskytování přepravních služeb za úplatu na trase, při které cestující nastupují a vystupují na místech, která si sami určí.;Nepravidelná přeprava na libovolné trase, při níž cestující nastupují a vystupují na předem určených zastávkách.;a;
536;Prav;sme;8110269;Jak se zachováte v této dopravní situaci?;Pojedu stejnou rychlostí jako doposud. Autobus, který zastavil v zastávce, není důvodem ke zvýšené opatrnosti v jízdě.;Snížím rychlost jízdy. Musím počítat s náhlým vstoupením do vozovky osob, které vystupují z autobusu.;Musím zastavit za autobusem a počkat než vyjede ze zastávky. Potom mohu pokračovat v jízdě.;b;obrázek
152;Bez;sil;8120021;Jaké nebezpečí hrozí při jízdě s motocyklem na mokré dlažbě?;Zvýšený sklon k blokování kol při brzdění.;Žádné, pokud mají pneumatiky potřebnou hloubku dezénu.;Žádné. Na dlažbě je motocykl stabilnější.;a;
153;Bez;sil;8120022;Pokud začne pršet, musí se motocyklista připravit na:;Kluzkou vrstvu na povrchu vozovky.;Zkrácenou brzdnou dráhu motocyklu.;Snazší výjezd motocyklu ze zatáčky.;a;
836;Voz;stk;8120023;Pokud je technickou prohlídkou silničního vozidla shledána nebezpečná závada:;Vozidlo je technicky nezpůsobilé k provozu a nesmí být v provozu používáno.;Vozidlo je technicky způsobilé k provozu pouze na dobu 30 dnů.;Stanice kontroly technického stavu vozidla je povinna závadu odstranit.;a;
227;Def;poj;8120025;Přestavbou silničního vozidla je:;Změna nebo úprava podstatných částí mechanismu nebo konstrukce provozovaného silničního vozidla.;Každá oprava vozidla, při které bylo použito náhradních dílů.;Nahrazení nebo doplnění vozidla součástí nebo výbavou, která splňuje podmínky stanovené zákonem.;a;
228;Def;poj;8120026;Za přestavbu silničního vozidla se považuje:;Změna nebo úprava podstatných částí mechanismu nebo konstrukce provozovaného silničního vozidla.;Výměna podstatné části mechanizmu nebo konstrukce silničního vozidla za náhradní díl k vozidlu.;Nahrazení nebo doplnění vozidla součástí nebo výbavou, která splňuje podmínky stanovené zákonem.;a;
750;Souv;pru;8120027;Přestavbu silničního motorového vozidla povoluje na základě písemné žádosti :;Příslušný obecní úřad obce s rozšířenou působností.;Stanice technické kontroly s příslušným oprávněním.;Dopravní inspektorát krajských měst.;a;
876;Voz;sve;8120028;Výrobce motorů, systémů a zařízení k pohonu vozidel:;Předepisuje pohonné hmoty, provozní hmoty a maziva používané k provozu silničních motorových vozidel.;Doporučuje pohonné hmoty a provozní hmoty používané v provozu silničních motorových vozidel.;Neurčuje pohonné hmoty a provozní hmoty používané v provozu silničních motorových vozidel.;a;
794;Voz;nak;8120030;S čím musíte počítat v případě, že je náklad nerovnoměrně rozložen?;Dojde k nepovolenému překročení zatížení náprav.;Nerovnoměrné rozložení nákladu nemá vliv na zatížení náprav.;Řízení vozidla nebude nijak ovlivněno.;a;
877;Voz;sve;8120031;Přetížení nákladního vozidla lze předejít:;Kontrolním vážením naloženého vozidla.;Brzdnou zkouškou s naloženým vozidlem.;Pohledem na deformaci pneumatik vozidla.;a;
98;Bez;rid;8120032;Je zapotřebí být opatrný, pokud řídíte poprvé vozidlo,které neznáte?;Ano. Nevíte jak vozidlo reaguje např. při brzdění.;Ano. Pouze pokud je vozidlo je na jiný typ paliva.;Ne. Každé vozidlo se ovládá stejně.;a;
99;Bez;rid;8120033;Musíte být opatrní, chcete-li použít k jízdě vozidlo, se kterým jedete poprvé?;Ano. Ovládací prvky a rozměry vozidla mohou být pro Vás nezvyklé.;Ano. Pouze pokud je vozidlo na jiný typ paliva.;Ne. Každé vozidlo se ovládá stejně.;a;
100;Bez;rid;8120034;Smyk vozidla při průjezdu zatáčkou může způsobit?;Malá hmotnost vozidla.;Vadný tlumič pérování vozidla.;Snížená viditelnost.;b;
837;Voz;stk;8120035;Stanice technické kontroly může při pravidelné technické prohlídce:;Seřizovat světlomety, pokud se jedná o jednoduché seřízení.;Seřizovat řídící funkce motoru u motorů s řízeným emisním systémem.;Seřizovat brzdovou soustavu, řízení a nápravu.;a;
838;Voz;stk;8120036;Silniční vozidlo je technicky způsobilé k provozu na pozemních komunikacích, pokud:;Technickou prohlídkou silničního vozidla, jeho ústrojí a částí nebyly zjištěny žádné závady nebo jen lehké závady.;Technickou prohlídkou silničního vozidla, jeho ústrojí a částí nebyly zjištěny žádné závady.;Technickou prohlídkou silničního vozidla, jeho ústrojí a částí byly zjištěny jen závady, které neohrožují bezprostředně bezpečnost jízdy.;a;
839;Voz;stk;8120037;Pokud je na silničním vozidle shledána vážná závada, je vozidlo:;Technicky způsobilé k provozu pouze na dobu 30 dnů ode dne vyznačení zápisu výsledku technické prohlídky silničního vozidla.;Technicky nezpůsobilé k provozu po dobu nutnou k odstranění závady ode dne vyznačení zápisu výsledku technické prohlídky silničního vozidla.;Technicky nezpůsobilé k provozu na pozemních komunikacích ode dne vyznačení zápisu výsledku technické prohlídky silničního vozidla.;a;
372;Prav;neh;9010002;Dojde-li při dopravní nehodě ke hmotné škodě na některém ze zúčastněných vozidel včetně přepravovaných věcí nižší než 100 000 Kč, jsou účastníci dopravní nehody povinni ohlásit tuto nehodu policistovi:;Jestliže při ní došlo k poškození životního prostředí.;Pokud o to požádá svědek dopravní nehody.;Jestliže při ní vznikla škoda na vozidle hromadné přepravy osob.;a;
373;Prav;neh;9010003;Dojde-li při dopravní nehodě ke hmotné škodě na některém ze zúčastněných vozidel včetně přepravovaných věcí nižší než 100 000 Kč, jsou účastníci dopravní nehody povinni ohlásit tuto nehodu policistovi:;Jestliže nemohou sami bez vynaložení nepřiměřeného úsilí zabezpečit obnovení plynulosti provozu na pozemních komunikacích.;Jestliže nehoda vznikla v důsledku nedání přednosti v jízdě.;Jestliže je nutno některé ze zúčastněných vozidel odstranit pomocí odtahové služby.;a;
374;Prav;neh;9010004;Účastníci dopravní nehody jsou povinni neprodleně ohlásit policistovi:;Nehodu, při níž došlo k usmrcení nebo zranění osoby nebo k hmotné škodě převyšující zřejmě na některém ze zúčastněných vozidel včetně přepravovaných věcí částku 100 000 Kč.;"Nehodu, při níž došlo k usmrcení nebo zranění osoby; nejsou povinni ohlásit nehodu, při níž došlo jen k hmotné škodě bez ohledu na její výši.";Každou nehodu bez ohledu na výši hmotné škody.;a;
375;Prav;neh;9010005;Účastníci dopravní nehody jsou povinni neprodleně ohlásit tuto událost policistovi, dojde-li při nehodě:;K hmotné škodě převyšující zřejmě na některém ze zúčastněných vozidel včetně přepravovaných věcí částku 100 000 Kč.;K hmotné škodě převyšující zřejmě na některém ze zúčastněných vozidel včetně přepravovaných věcí částku 50 000 Kč.;K hmotné škodě převyšující zřejmě na některém ze zúčastněných vozidel včetně přepravovaných věcí částku 30 000 Kč.;a;
376;Prav;neh;9010006;Dojde-li při dopravní nehodě k poškození obecně prospěšného zařízení, jsou účastníci dopravní nehody:;Povinni vždy neprodleně ohlásit tuto událost Policii České republiky, bez ohledu na výši způsobené škody.;Povinni neprodleně ohlásit tuto událost Policii České republiky, pouze pokud výše způsobené škody přesahuje částku 50 000 Kč.;Povinni neprodleně ohlásit tuto událost Policii České republiky, pouze pokud výše způsobené škody přesahuje částku 100 000 Kč.;a;
377;Prav;neh;9010007;Účastníci dopravní nehody, při které došlo ke hmotné škodě na majetku třetí osoby, s výjimkou škody na vozidle, jehož řidič má účast na dopravní nehodě nebo škody na věci přepravované v tomto vozidle:;Jsou povinni vždy ohlásit tuto dopravní nehodu policistovi.;Jsou povinni ohlásit tuto dopravní nehodu policistovi pouze v případě, že je tato škoda vyšší než 100 000 Kč.;Nejsou povinni ohlásit tuto dopravní nehodu policistovi, jestliže se dohodnou na míře účasti na způsobené škodě a ohlásí nehodu pojišťovně.;a;
378;Prav;neh;9010008;Dojde-li při dopravní nehodě ke hmotné škodě pouze na vozidle, jehož řidič měl účast na dopravní nehodě nebo ke hmotné škodě na věci přepravované v tomto vozidle nepřevyšující 100 000 Kč:;Nejsou účastnící dopravní nehody povinni ohlásit tuto nehodu policistovi.;Jsou účastnící dopravní nehody povinni neprodleně ohlásit tuto nehodu policistovi.;Nesmí účastnící dopravní nehody tuto ohlásit policistovi.;a;
298;Med;;9040010;Správná frekvence stlačení hrudní kosti při srdeční masáži je u dospělého:;Přibližně 60 stlačení za minutu.;Přibližně 100 stlačení za minutu.;Přibližně 160 stlačení za minutu.;b;
299;Med;;9040014;Rychlou zdravotnickou záchranou službu přivoláme na telefonním čísle:;155.;150.;158.;a;
300;Med;;9040018;Při úrazu hlavy nejvíce poraněného ohrožuje:;Viditelné krvácení.;Následné bezvědomí.;Zlomeniny kostí lebky.;b;
795;Voz;nak;10040005;Za protiprávní jednání při přepravě nebezpečného nákladu se považuje:;pokud zboží není povoleno k přepravě.;pokud je k přepravě použito vozidlo výroby starší než jsou dva roky.;pokud náklad není označen voděodolnou barvou s přesným chemickým složením.;a;
229;Def;poj;10040006;Za okružní jízdu se považuje:;mezinárodní příležitostná přeprava osob na objednávku po předem vyhrazené okružní trase, a je přepravovaná stejná skupina cestujících stejným vozidlem.;jízda s cestovní kanceláří s poznávacím cílem.;přeprava osob na lince osobní dopravy městy a obcemi, kdy výchozí a konečné místo cesty je stejné.;a;
537;Prav;sme;10040013;Řidič nesmí předjíždět:;nemá-li před sebe rozhled na takovou vzdálenost, která je nutná k bezpečnému předjetí.;"nemá-li před sebe rozhled na vzdálenost nutnou k bezpečnému předjetí; to neplatí na jednosměrné pozemní komunikaci a při předjíždění cyklistů.";v noci.;a;
751;Souv;pru;10040023;Zelená karta:;osvědčuje zaplacení dálničního poplatku.;je mezinárodní osvědčení prokazující skutečnost, že k vozidlu byla uzavřena smlouva o pojištění odpovědnosti za škodu způsobenou provozem vozidla uvedeného v tomto osvědčení.;je doklad o kontrole měření emisí.;b;
921;Znak;pok;10040026;Při řízení křižovatky policistou mohou pokračovat v jízdě vozidla:;ke kterým stojí policista bokem.;ke kterým stojí policista čelem.;ke kterým stojí policista zády.;a;
343;Prav;mhd;10040028;Podél nástupního ostrůvku nebo ochranného ostrůvku se jezdí:;vpravo i vlevo, pokud je nástupní ostrůvek nebo ochranný ostůvek ve stejné úrovni s vozovkou.;"vpravo; vlevo se smí jet jen při předjíždění nebo odbočování vlevo.";"vpravo; vlevo se smí jet jen tehdy, brání-li jízdě vpravo překážka nebo jestliže je to bezpečnější s ohledem na rozměry vozidla nebo nákladu.";c;
538;Prav;sme;10040029;Přejíždět z jednoho jízdního pruhu do druhého smí řidič jen tehdy:;"neohrozí-li a neomezí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; přitom musí dávat znamení o změně směru jízdy.";"neohrozí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; znamení o změně směru nedává.";"neohrozí-li a neomezí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; znamení o změně směru nedává.";a;
230;Def;poj;10040030;Za kombinovanou dopravu se považuje systém přepravy při kterém:;je zboží přepravováno v jedné a téže přepravní jednotce, využije se též železniční a vodní doprava.;osoby využívají různých druhů dopravních prostředků, např. autobusu nebo vlaku.;se jedná o dopravní obslužnost území ve vnitrostátní silniční dopravě.;a;
101;Bez;rid;10040034;Snížit spotřebu paliva vozidla lze:;dodržováním tlaku vzduchu v pneumatikách, který je předepsaný výrobcem.;použitím dražšího paliva.;nepoužíváním nejvyššího převodového stupně.;a;
699;Souv;mir;10040038;Technickou prohlídkou silničního vozidla se rozumí:;kontrola technického stavu, činnosti ústrojí a zařízení silničního vozidla ve stanici STK.;kontrola vylepení nálepky osvědčující technickou způsobilosti vozidla.;kontrola vylepení nálepky osvědčující měření emisí.;a;
878;Voz;sve;10040042;Zapojení vozidel do jízdních souprav, (s výjimkou tažení přívěsů kategorií O1 a O2 s nájezdovou brzdou) s ohledem na ABS, je možné v kombinaci:;tažné vozidlo s ABS a přípojné vozidlo s ABS.;tažné vozidlo bez možnosti kontroly funkce ABS přípojného vozidla a přípojné vozidlo s ABS.;tažné vozidlo s ABS a přípojné vozidlo bez ABS.;a;
244;Def;uca;10060001;Řidič je:;pouze ten, kdo řídí motorové vozidlo.;ten, kdo řídí motorové nebo nemotorové vozidlo, ne však tramvaj.;ten, kdo řídí motorové nebo nemotorové vozidlo anebo tramvaj.;c;
245;Def;uca;10060002;Chodec:;Je výhradně kráčející osoba.;Je i osoba, která se pohybuje na kolečkových bruslích nebo obdobném sportovním vybavení.;Není osoba, která se pohybuje na lyžích, kolečkových bruslích nebo obdobném sportovním vybavení.;b;
201;Def;cho;10060007;Zastavit znamená:;uvést vozidlo do klidu před světelným signálem nebo železničním přejezdem.;uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.;uvést vozidlo do klidu na dobu nutnou k vyřízení osobních nebo pracovních záležitostí řidiče nebo přepravovaných osob.;b;
202;Def;cho;10060008;Zastavit znamená:;uvést vozidlo do klidu na dobu nepřesahující 5 minut.;uvést vozidlo do klidu z důvodu nezávislého na vůli řidiče (před světelnými signály, železničním přejezdem apod.).;uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.;c;
203;Def;cho;10060010;Zastavit znamená:;uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.;zastavit vozidlo z důvodu dávání přednosti chodcům na vyznačených přechodech pro chodce nebo vozidlům na křižovatce.;uvést vozidlo do klidu na dobu nejvýše 10 minut.;a;
265;Def;vec;10060011;Obec:;"je území vyznačené v mapě, musí mít název a je označeno dopravní značkou ""Nejvyšší dovolená rychlost"".";je zastavěné území, jehož začátek a konec je na pozemní komunikaci označen příslušnými dopravními značkami,které se vždy umísťují na účelových komunikacích.;"je zastavěné území, jehož začátek a konec je na pozemní komunikaci označen příslušnými dopravními značkami; na účelových komunikacích se značky neosazují.";c;
204;Def;cho;10060012;Zastavit vozidlo znamená:;uvést vozidlo do klidu nad dobu povolenou pro zastavení.;přerušit jízdu z důvodu nezávislého na vůli řidiče.;uvést vozidlo do klidu pro neprodlené nastoupení nebo vystoupení přepravovaných osob.;b;
205;Def;cho;10060013;Zastavit vozidlo znamená:;přerušit jízdu z důvodu nezávislého na vůli řidiče.;přerušit jízdu pro nastoupení a vystoupení přepravovaných osob, složení nebo naložení nákladu.;zastavit na dobu delší než 3 minuty.;a;
206;Def;cho;10060014;Dát přednost v jízdě znamená:;"povinnost řidiče vždy zastavit vozidlo, jestliže do křižovatky přijíždí po hlavní pozemní komunikaci motorové vozidlo nebo tramvaj; nemotorovým vozidlům přednost v jízdě nedává.";povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat pouze na křižovatkách rozlišených dopravními značkami.;povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestliže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.;c;
266;Def;vec;10060015;Silnice pro motorová vozidla:;je každá pozemní komunikace s výjimkou dálnic.;"je silnice označená dopravní značkou ""Rychlostní komunikace"".";"je pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".";c;
267;Def;vec;10060016;Silnice pro motorová vozidla:;"je pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".";"je pozemní komunikace označená dopravní značkou ""Nejvyšší dovolená rychlost"".";je pozemní komunikace, kterou nemotorová vozidla smějí užívat pouze ve stanovené době.;a;
268;Def;vec;10060017;Silnice pro motorová vozidla:;"je místní pozemní komunikace označená dopravní značkou ""Dálnice"".";"je pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".";je účelová pozemní komunikace určená pro rychlou jízdu motorových vozidel.;b;
269;Def;vec;10060018;Připojovací pruh:;je jízdní pruh připojený pro předjíždění nemotorových vozidel.;je přídatný jízdní pruh určený pro vyjíždění z průběžného jízdního pruhu.;je přídatný jízdní pruh určený pro zařazování vozidel do jízdního proudu průběžného pruhu.;c;
